epoch,train_loss,val_loss,accuracy,precision,recall,f1,auc
1,0.054409658925777135,1.3475135217110317,0.8572377158034529,0.6466431095406361,0.6140939597315436,0.6299483648881239,0.9140989599537758
2,0.036153311464427546,1.314986675977707,0.8426294820717132,0.5822102425876011,0.7248322147651006,0.6457399103139013,0.9046360393795279
3,0.03698397885838693,1.6217264632383983,0.848605577689243,0.6305970149253731,0.5671140939597316,0.5971731448763251,0.9093459709320413
4,0.03304967729544098,1.6729936997095745,0.8479415670650731,0.6169491525423729,0.610738255033557,0.6138279932546374,0.9062236099382194
5,0.007018148830287497,1.8364399472872417,0.8559096945551129,0.6494464944649446,0.5906040268456376,0.6186291739894552,0.9044138072803235
6,0.004651492487491024,1.9729264477888744,0.8678618857901726,0.688212927756654,0.6073825503355704,0.6452762923351159,0.9076042268545269
7,0.0036102127537808635,1.99309441447258,0.8612217795484728,0.6704980842911877,0.587248322147651,0.6261180679785331,0.9038276701186719
8,0.0032615938104837284,1.9081435004870098,0.8618857901726428,0.6630434782608695,0.6140939597315436,0.6376306620209059,0.9106488066136271
9,0.00123398897677279,1.9762169222036998,0.8539176626826029,0.6402877697841727,0.5973154362416108,0.6180555555555556,0.9082403662384995
10,0.002978983958283524,2.1253394186496735,0.8618857901726428,0.6771653543307087,0.5771812080536913,0.6231884057971014,0.9099765545135339
11,0.0008348345439034429,2.099377026160558,0.8618857901726428,0.6717557251908397,0.5906040268456376,0.6285714285714286,0.9100362793901952
12,0.000763246365187859,1.9913328091303508,0.8638778220451527,0.6715867158671587,0.610738255033557,0.6397188049209139,0.9108182585892708
13,0.0008681014873383736,2.0400224228700004,0.8652058432934927,0.6752767527675276,0.6140939597315436,0.6432337434094904,0.9106071380950264
14,0.0007471842394972389,2.005078156789144,0.8632138114209827,0.6742424242424242,0.5973154362416108,0.6334519572953736,0.9115335681585848
15,0.0004896150284118696,2.0510848561922708,0.8618857901726428,0.6642335766423357,0.610738255033557,0.6363636363636364,0.909672374327748
16,0.000573804878777909,2.198475350936254,0.8565737051792829,0.6653225806451613,0.5536912751677853,0.6043956043956044,0.9087306658073693
17,0.0004953751277009194,2.042424668868383,0.8665338645418327,0.6901960784313725,0.5906040268456376,0.6365280289330922,0.9106321392061869
18,0.0006358916723084721,2.122946262359619,0.8572377158034529,0.6566037735849056,0.5838926174496645,0.6181172291296625,0.9066250166674075
19,0.00038058084689758043,2.0154595971107483,0.8618857901726428,0.6717557251908397,0.5906040268456376,0.6285714285714286,0.9092654117960798
20,0.00040302810309433634,1.9197511970996857,0.8625498007968128,0.6619217081850534,0.6241610738255033,0.6424870466321243,0.9119446975421129
