epoch,train_loss,val_loss,accuracy,precision,recall,f1,auc
1,0.7276361384175041,0.6671480635801951,0.7310756972111554,0.4200298953662182,0.9429530201342282,0.5811789038262668,0.9033151473398818
2,0.3753235326571898,0.6818580677111944,0.8200531208499336,0.5291576673866091,0.8221476510067114,0.6438896189224704,0.908715387350549
3,0.19941231540658258,0.8481704940398535,0.8220451527224436,0.5337837837837838,0.7953020134228188,0.6388140161725068,0.9017817458553714
4,0.12850705581632527,0.9479891012112299,0.8386454183266933,0.5675675675675675,0.7751677852348994,0.6553191489361702,0.9064763989510645
5,0.120361117138104,1.0592208007971446,0.8187250996015937,0.5287356321839081,0.7718120805369127,0.6275579809004093,0.894503644606427
6,0.06314837732775645,1.044957195719083,0.8585657370517928,0.6239067055393586,0.7181208053691275,0.6677067082683308,0.9122572114316192
7,0.029248606599867343,1.095419245461623,0.8691899070385126,0.658307210031348,0.7046979865771812,0.6807131280388979,0.911240499577759
8,0.02447814236141064,1.2657935122648876,0.8618857901726428,0.6480263157894737,0.6610738255033557,0.654485049833887,0.9098765500688919
9,0.016582217943769965,1.1707130918900173,0.8625498007968128,0.64,0.697986577181208,0.6677367576243981,0.9111266056269166
10,0.0104342469395223,1.3301788121461868,0.8738379814077025,0.6928571428571428,0.6510067114093959,0.671280276816609,0.912007200320014
11,0.004685682553628629,1.3918961882591248,0.8725099601593626,0.6977611940298507,0.62751677852349,0.6607773851590106,0.9091515178452376
12,0.007012745708396489,1.4498734871546428,0.8678618857901726,0.6787003610108303,0.6308724832214765,0.6539130434782608,0.9021567625227788
13,0.004980894876644016,1.60566246509552,0.8632138114209827,0.6811023622047244,0.5805369127516778,0.6268115942028986,0.9014386750522245
14,0.002600465528666973,1.4401874989271164,0.8778220451527224,0.7021276595744681,0.6644295302013423,0.6827586206896552,0.9069486421618739
15,0.003374143954451111,1.4004010210434596,0.8731739707835325,0.6890459363957597,0.6543624161073825,0.6712564543889845,0.9093959731543625
16,0.0025053459896960044,1.4717087248961132,0.8685258964143426,0.676056338028169,0.6442953020134228,0.6597938144329897,0.904990221787635
17,0.003637052129488438,1.6300664097070694,0.8645418326693227,0.6821705426356589,0.5906040268456376,0.6330935251798561,0.901562291657407
18,0.0025182789350351826,1.5995739897092183,0.8658698539176627,0.6818181818181818,0.6040268456375839,0.6405693950177936,0.9029317969687543
19,0.0020272910118695688,1.432468722263972,0.8685258964143426,0.676056338028169,0.6442953020134228,0.6597938144329897,0.9089403973509934
20,0.0022018004991960797,1.5525845885276794,0.8691899070385126,0.6920152091254753,0.610738255033557,0.6488413547237076,0.9055138561713854
21,0.0018006673770618032,1.587646409869194,0.8638778220451527,0.6781609195402298,0.5939597315436241,0.6332737030411449,0.9045624249966664
22,0.0022007577629251916,1.5353887528181076,0.8652058432934927,0.6690391459074733,0.6308724832214765,0.6493955094991365,0.8995872038757279
23,0.0020653404454192654,1.644510805606842,0.8705179282868526,0.7003891050583657,0.6040268456375839,0.6486486486486487,0.9014303413485044
24,0.0017920715057037093,1.583223561445872,0.8645418326693227,0.68359375,0.587248322147651,0.631768953068592,0.9085514911773855
25,0.0018243845097127964,1.6615928014119465,0.8705179282868526,0.7051792828685259,0.5939597315436241,0.644808743169399,0.9020164785101559
26,0.0017690955915234305,1.567598134279251,0.8658698539176627,0.6804511278195489,0.6073825503355704,0.6418439716312057,0.9044679763545046
27,0.0018669711912728169,1.6111728449662526,0.8725099601593626,0.7038461538461539,0.6140939597315436,0.6559139784946236,0.9022567669674207
28,0.0017002866973846473,1.6352455119291942,0.8718459495351926,0.7075098814229249,0.6006711409395973,0.6497277676950998,0.9020234232632561
29,0.001845392206980085,1.6654120435317357,0.8705179282868526,0.7003891050583657,0.6040268456375839,0.6486486486486487,0.9015261789412864
30,0.0017350530632856218,1.5623917877674103,0.8691899070385126,0.694980694980695,0.6040268456375839,0.6463195691202872,0.9085876038935063
31,0.0016405956861986356,1.6685155977805455,0.8718459495351926,0.7058823529411765,0.6040268456375839,0.650994575045208,0.9033095915374016
