epoch,train_loss,val_loss,accuracy,precision,recall,f1,auc
1,0.692235100811178,0.859357679883639,0.6666666666666666,0.36889460154241643,0.9630872483221476,0.533457249070632,0.8947981021378729
2,0.35686020824042236,0.7126124103864034,0.8187250996015937,0.5279642058165548,0.7919463087248322,0.6335570469798658,0.9024039957331437
3,0.22343667312101884,0.7972687482833862,0.8027888446215139,0.501010101010101,0.8322147651006712,0.6254728877679697,0.9060569358638161
4,0.15406165244904432,0.9349063734213511,0.849269588313413,0.6005665722379604,0.7114093959731543,0.6513056835637481,0.9015761811636072
5,0.08870979706672105,0.9847578704357147,0.8598937583001328,0.6298507462686567,0.7080536912751678,0.6666666666666666,0.9106515845148675
6,0.060775188424370505,1.1527200241883595,0.8565737051792829,0.6331168831168831,0.6543624161073825,0.6435643564356436,0.9006483621494289
7,0.03689388778399338,1.1046814521153767,0.8658698539176627,0.6589403973509934,0.6677852348993288,0.6633333333333333,0.9038346148717721
8,0.024600287670777602,1.2497766961654027,0.8579017264276229,0.6418918918918919,0.6375838926174496,0.6397306397306397,0.898034357082537
9,0.016775902000848542,1.2627979616324108,0.8625498007968128,0.6501650165016502,0.6610738255033557,0.6555740432612313,0.9029956886972754
10,0.010089886590669101,1.381725440422694,0.8658698539176627,0.6818181818181818,0.6040268456375839,0.6405693950177936,0.9022567669674207
11,0.007595745239152827,1.4044336875279744,0.8665338645418327,0.6872586872586872,0.5973154362416108,0.6391382405745063,0.8988899506644739
12,0.005081579495560039,1.3607489516337712,0.8685258964143426,0.6798561151079137,0.6342281879194631,0.65625,0.9040096226498955
13,0.004058866674842483,1.3108567148447037,0.8685258964143426,0.6785714285714286,0.6375838926174496,0.657439446366782,0.9054374638872839
14,0.0032078213270076298,1.2740161915620167,0.8665338645418327,0.6622073578595318,0.6644295302013423,0.6633165829145728,0.902512333881506
15,0.003300609145398167,1.298055316011111,0.8612217795484728,0.6594982078853047,0.6174496644295302,0.6377816291161178,0.9045485354904663
16,0.0031909286256202245,1.3816422720750172,0.8778220451527224,0.7159090909090909,0.6342281879194631,0.6725978647686833,0.9059069291968531
17,0.002360746200958436,1.3723427951335907,0.8738379814077025,0.7076923076923077,0.6174496644295302,0.6594982078853047,0.9047568780834704
18,0.0032975231350230224,1.4410148113965988,0.8691899070385126,0.701195219123506,0.5906040268456376,0.6411657559198543,0.9055208009244855
