epoch,train_loss,val_loss,accuracy,precision,recall,f1,auc
1,0.03732697634365071,1.4559319913387299,0.8598937583001328,0.6775510204081633,0.5570469798657718,0.6114180478821363,0.9031234721543179
2,0.04062305514446714,2.1974265575408936,0.8625498007968128,0.7198067632850241,0.5,0.5900990099009901,0.8808641495177564
3,0.05631960715929216,1.2641858955224354,0.8419654714475432,0.5842696629213483,0.697986577181208,0.636085626911315,0.9013081136939419
4,0.041947212629020215,1.0537129640579224,0.8472775564409031,0.592391304347826,0.7315436241610739,0.6546546546546547,0.9100015556246944
5,0.020854139463468032,1.2944270372390747,0.8552456839309429,0.625,0.6711409395973155,0.6472491909385113,0.908168140806258
6,0.023621207329613918,1.4736922432978947,0.848605577689243,0.5961538461538461,0.7281879194630873,0.6555891238670695,0.893342481888084
7,0.02370103318455883,1.5143745640913646,0.8625498007968128,0.6426332288401254,0.6879194630872483,0.6645056726094003,0.8918188030579135
8,0.0188041423489763,1.3834216197331746,0.850597609561753,0.6016713091922006,0.7248322147651006,0.6575342465753424,0.8999511089381752
9,0.007511919854335826,1.406673898299535,0.8645418326693227,0.6487341772151899,0.6879194630872483,0.6677524429967426,0.9047013200586693
10,0.0028505255288275126,1.4671427309513092,0.8691899070385126,0.6747404844290658,0.6543624161073825,0.6643952299829642,0.904381861416063
11,0.001999867279400033,1.437212069829305,0.8731739707835325,0.6877192982456141,0.6577181208053692,0.6723842195540308,0.910990488466154
12,0.00374327513219958,1.5774192214012146,0.8745019920318725,0.6925795053003534,0.6577181208053692,0.6746987951807228,0.8966204053513488
13,0.0017037219711875712,1.718673179546992,0.8718459495351926,0.7042801556420234,0.6073825503355704,0.6522522522522523,0.8999594426418951
14,0.001035973169068298,1.5662217289209366,0.8745019920318725,0.7072243346007605,0.6241610738255033,0.6631016042780749,0.9126947308769279
15,0.0007615404648028992,1.5889506538709004,0.8645418326693227,0.6620689655172414,0.6442953020134228,0.6530612244897959,0.9000094448642161
16,0.002094928422858092,1.5892113347848256,0.8671978751660027,0.675,0.6342281879194631,0.6539792387543253,0.9055569136406063
17,0.0009095068801384927,1.5515000820159912,0.8751660026560425,0.6964285714285714,0.6543624161073825,0.6747404844290658,0.9068791946308724
18,0.0007502107531763613,1.5719589044650395,0.8658698539176627,0.6666666666666666,0.6442953020134228,0.6552901023890785,0.905841648517712
19,0.0007328145192745565,1.6172465284665425,0.8705179282868526,0.6757679180887372,0.6644295302013423,0.6700507614213198,0.8983732610338236
20,0.0014385259318673476,1.4949288964271545,0.8652058432934927,0.6567656765676567,0.6677852348993288,0.6622296173044925,0.9058860949375528
