epoch,train_loss,val_loss,accuracy,precision,recall,f1,auc
1,0.6297211349010468,0.903992106517156,0.6746347941567065,0.375,0.9664429530201343,0.5403377110694184,0.8951758967065202
2,0.3360391895879399,0.7288244068622589,0.8466135458167331,0.5922865013774105,0.7214765100671141,0.6505295007564297,0.9083848171029824
3,0.19273359233682805,0.8339626044034958,0.8247011952191236,0.5395348837209303,0.7785234899328859,0.6373626373626373,0.903120694253078
4,0.11135626245628703,0.8294682651758194,0.851261620185923,0.6057142857142858,0.7114093959731543,0.654320987654321,0.9107793679719097
5,0.07342076785862446,1.0540776600440342,0.849933598937583,0.5989010989010989,0.7315436241610739,0.6586102719033232,0.9026317836348283
6,0.045539261688562954,0.9243952184915543,0.8545816733067729,0.6106442577030813,0.7315436241610739,0.665648854961832,0.9148573269923108
7,0.03041075554422357,1.1062503457069397,0.8592297476759628,0.6378205128205128,0.6677852348993288,0.6524590163934426,0.9123669385306012
8,0.015376010465181687,1.2398185729980469,0.8592297476759628,0.6414473684210527,0.6543624161073825,0.6478405315614618,0.9099904440197343
9,0.014059611316770314,1.4580302039782207,0.8618857901726428,0.6595744680851063,0.6241610738255033,0.6413793103448275,0.8917729676874527
10,0.007575441255572845,1.5482861896355946,0.8638778220451527,0.6741573033707865,0.6040268456375839,0.6371681415929203,0.8948036579403528
11,0.0074409528635442255,1.3956283976634343,0.8612217795484728,0.6618181818181819,0.610738255033557,0.6352530541012217,0.9055791368505268
12,0.0053563196561299264,1.351935972770055,0.8598937583001328,0.6505190311418685,0.6308724832214765,0.6405451448040886,0.9100682252544559
13,0.002333587716037238,1.2996333887179692,0.8685258964143426,0.6785714285714286,0.6375838926174496,0.657439446366782,0.9142517445219788
14,0.002126356691587716,1.4073508381843567,0.8652058432934927,0.6727272727272727,0.6208053691275168,0.6457242582897034,0.9083570380905817
15,0.0025056478048844093,1.4026812016963959,0.8671978751660027,0.6737588652482269,0.6375838926174496,0.6551724137931034,0.9100876705631361
16,0.0019308754941448568,1.4963327397902806,0.8579017264276229,0.6627906976744186,0.5738255033557047,0.6151079136690647,0.9034957109204854
17,0.0016918014766733078,1.3153829326232274,0.8612217795484728,0.6518771331058021,0.6409395973154363,0.6463620981387479,0.9116599626650073
18,0.0015177878530018708,1.4328429599603016,0.8618857901726428,0.6607142857142857,0.6208053691275168,0.6401384083044983,0.9062791679630207
19,0.0016858662743206051,1.344846139351527,0.8645418326693227,0.6702898550724637,0.6208053691275168,0.6445993031358885,0.9118183030356906
20,0.0013917867972684855,1.3506223559379578,0.8645418326693227,0.6678571428571428,0.62751677852349,0.6470588235294118,0.9102987910573803
